<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
28/10/22,19:00,1645.8000000,1647.1000000,1640.7000000,1642.6000000,13824
28/10/22,20:00,1642.6000000,1646.4000000,1641.9000000,1645.9000000,8899
28/10/22,21:00,1645.9000000,1647.7000000,1644.0000000,1644.5000000,7896
28/10/22,22:00,1644.5000000,1647.0000000,1644.1000000,1646.7000000,3797
28/10/22,23:00,1646.8000000,1648.8000000,1646.2000000,1648.7000000,4372
29/10/22,00:00,1648.6000000,1649.2000000,1647.2000000,1648.3000000,1811
31/10/22,02:00,1647.2000000,1648.4000000,1643.2000000,1647.1000000,2209
31/10/22,03:00,1647.1000000,1648.3000000,1646.2000000,1646.3000000,1007
31/10/22,04:00,1646.3000000,1648.0000000,1645.1000000,1645.2000000,1531
31/10/22,05:00,1645.0000000,1645.8000000,1643.5000000,1644.4000000,2315
31/10/22,06:00,1644.3000000,1646.6000000,1643.7000000,1644.3000000,1932
31/10/22,07:00,1644.4000000,1647.5000000,1644.0000000,1647.2000000,1695
31/10/22,08:00,1647.2000000,1648.5000000,1646.6000000,1647.2000000,1382
31/10/22,09:00,1647.2000000,1648.5000000,1644.2000000,1644.5000000,2092
31/10/22,10:00,1644.3000000,1646.5000000,1643.2000000,1646.4000000,2265
31/10/22,11:00,1646.4000000,1647.4000000,1643.1000000,1644.0000000,3640
31/10/22,12:00,1644.0000000,1644.4000000,1638.4000000,1639.7000000,8204
31/10/22,13:00,1639.8000000,1643.4000000,1638.5000000,1642.3000000,3713
31/10/22,14:00,1642.3000000,1643.0000000,1639.8000000,1643.0000000,4389
31/10/22,15:00,1643.0000000,1645.3000000,1641.4000000,1643.0000000,5596
31/10/22,16:00,1642.9000000,1645.0000000,1638.7000000,1640.2000000,12391
31/10/22,17:00,1640.2000000,1641.9000000,1636.2000000,1640.3000000,15058
31/10/22,18:00,1640.4000000,1645.3000000,1640.1000000,1644.2000000,12496
31/10/22,19:00,1644.1000000,1644.2000000,1640.1000000,1642.2000000,9914
31/10/22,20:00,1642.2000000,1643.6000000,1639.6000000,1639.6000000,6917
31/10/22,21:00,1639.6000000,1641.0000000,1638.0000000,1638.5000000,7211
31/10/22,22:00,1638.5000000,1639.6000000,1636.9000000,1637.7000000,4673
31/10/22,23:00,1637.8000000,1637.8000000,1634.5000000,1635.1000000,5772
01/11/22,00:00,1635.1000000,1636.8000000,1635.1000000,1636.4000000,1647
01/11/22,02:00,1636.1000000,1636.8000000,1635.5000000,1635.7000000,1064
01/11/22,03:00,1635.6000000,1636.7000000,1634.8000000,1635.2000000,1092
01/11/22,04:00,1635.3000000,1637.1000000,1633.6000000,1636.7000000,1948
01/11/22,05:00,1636.7000000,1641.4000000,1636.1000000,1640.1000000,4362
01/11/22,06:00,1640.2000000,1643.0000000,1639.4000000,1641.7000000,2703
01/11/22,07:00,1641.7000000,1642.6000000,1638.8000000,1640.4000000,2407
01/11/22,08:00,1640.5000000,1641.5000000,1639.5000000,1641.0000000,1969
01/11/22,09:00,1640.9000000,1645.2000000,1640.6000000,1645.0000000,3916
01/11/22,10:00,1645.0000000,1650.1000000,1644.5000000,1650.0000000,6412
01/11/22,11:00,1649.9000000,1652.7000000,1645.2000000,1648.2000000,9427
01/11/22,12:00,1648.2000000,1651.7000000,1648.2000000,1650.3000000,6701
01/11/22,13:00,1650.4000000,1653.8000000,1648.4000000,1653.4000000,5049
01/11/22,14:00,1653.4000000,1656.2000000,1652.8000000,1654.0000000,7444
01/11/22,15:00,1654.1000000,1658.8000000,1653.9000000,1655.5000000,7479
01/11/22,16:00,1655.5000000,1660.3000000,1654.8000000,1657.2000000,15584
01/11/22,17:00,1657.2000000,1658.9000000,1652.7000000,1653.5000000,18195
01/11/22,18:00,1653.6000000,1653.7000000,1644.8000000,1648.4000000,29638
01/11/22,19:00,1648.4000000,1649.5000000,1645.7000000,1647.4000000,10111
01/11/22,20:00,1647.3000000,1654.3000000,1645.9000000,1648.1000000,15856
01/11/22,21:00,1648.1000000,1652.4000000,1647.9000000,1652.2000000,8394
01/11/22,22:00,1652.3000000,1654.3000000,1651.3000000,1653.0000000,5357
01/11/22,23:00,1653.0000000,1653.1000000,1649.7000000,1651.4000000,3291
02/11/22,00:00,1651.4000000,1651.6000000,1649.4000000,1651.0000000,1479
02/11/22,02:00,1651.4000000,1651.8000000,1648.6000000,1649.8000000,1935
02/11/22,03:00,1649.7000000,1651.0000000,1649.3000000,1649.8000000,619
02/11/22,04:00,1649.9000000,1653.4000000,1649.7000000,1653.3000000,2046
02/11/22,05:00,1653.3000000,1654.2000000,1651.8000000,1652.9000000,2966
02/11/22,06:00,1652.9000000,1655.3000000,1650.3000000,1654.9000000,2388
02/11/22,07:00,1654.9000000,1656.7000000,1653.4000000,1653.8000000,3391
02/11/22,08:00,1653.8000000,1654.3000000,1652.1000000,1652.9000000,1843
02/11/22,09:00,1652.8000000,1655.5000000,1652.8000000,1653.7000000,2077
02/11/22,10:00,1653.7000000,1655.3000000,1652.6000000,1654.3000000,2591
02/11/22,11:00,1654.3000000,1656.4000000,1652.9000000,1655.9000000,3813
02/11/22,12:00,1655.9000000,1658.7000000,1655.2000000,1655.5000000,6312
02/11/22,13:00,1655.5000000,1659.4000000,1655.1000000,1657.7000000,5138
02/11/22,14:00,1657.7000000,1659.9000000,1657.4000000,1658.4000000,5579
02/11/22,15:00,1658.3000000,1659.3000000,1657.5000000,1658.3000000,3623
02/11/22,16:00,1658.3000000,1662.0000000,1657.0000000,1660.0000000,14623
02/11/22,17:00,1660.0000000,1660.5000000,1655.5000000,1656.3000000,10116
02/11/22,18:00,1656.4000000,1656.6000000,1651.3000000,1652.4000000,12846
02/11/22,19:00,1652.4000000,1652.5000000,1648.7000000,1649.5000000,8674
02/11/22,20:00,1649.5000000,1651.1000000,1648.7000000,1650.7000000,5826
02/11/22,21:00,1650.7000000,1653.5000000,1649.1000000,1652.9000000,5901
02/11/22,22:00,1652.6000000,1673.1000000,1647.0000000,1652.5000000,60553
02/11/22,23:00,1652.3000000,1655.3000000,1637.8000000,1639.5000000,25460
03/11/22,00:00,1639.5000000,1640.8000000,1637.4000000,1637.7000000,3213
03/11/22,02:00,1639.1000000,1639.3000000,1635.5000000,1636.7000000,2469
03/11/22,03:00,1636.6000000,1636.7000000,1634.1000000,1636.1000000,2169
03/11/22,04:00,1636.0000000,1640.3000000,1635.2000000,1640.1000000,2737
03/11/22,05:00,1640.0000000,1643.2000000,1639.9000000,1640.3000000,5748
03/11/22,06:00,1640.2000000,1641.4000000,1638.3000000,1638.5000000,3328
03/11/22,07:00,1638.5000000,1640.0000000,1638.1000000,1640.0000000,2705
03/11/22,08:00,1639.9000000,1641.2000000,1639.3000000,1640.1000000,2410
03/11/22,09:00,1640.0000000,1640.8000000,1638.2000000,1639.0000000,2204
03/11/22,10:00,1639.1000000,1639.1000000,1636.1000000,1636.6000000,3693
03/11/22,11:00,1636.6000000,1636.7000000,1630.0000000,1632.1000000,11660
03/11/22,12:00,1632.0000000,1632.1000000,1626.1000000,1629.1000000,14891
03/11/22,13:00,1629.0000000,1630.2000000,1621.9000000,1626.0000000,14226
03/11/22,14:00,1625.9000000,1626.3000000,1621.6000000,1623.3000000,12124
03/11/22,15:00,1623.3000000,1624.8000000,1618.3000000,1621.6000000,17859
03/11/22,16:00,1621.6000000,1626.9000000,1620.1000000,1620.3000000,19769
03/11/22,17:00,1620.3000000,1625.8000000,1619.1000000,1621.5000000,24626
03/11/22,18:00,1621.5000000,1634.0000000,1621.0000000,1633.4000000,29272
03/11/22,19:00,1633.5000000,1633.8000000,1627.9000000,1628.3000000,15677
03/11/22,20:00,1628.4000000,1631.0000000,1627.3000000,1629.6000000,8194
03/11/22,21:00,1629.6000000,1633.3000000,1629.4000000,1631.7000000,7323
03/11/22,22:00,1631.8000000,1634.5000000,1630.8000000,1633.6000000,4932
03/11/22,23:00,1633.6000000,1634.8000000,1633.3000000,1633.5000000,3304
04/11/22,00:00,1633.5000000,1633.8000000,1631.8000000,1632.1000000,1517
04/11/22,02:00,1631.7000000,1632.8000000,1631.1000000,1632.5000000,1065
04/11/22,03:00,1632.6000000,1632.6000000,1631.5000000,1631.9000000,565
04/11/22,04:00,1631.9000000,1634.2000000,1631.7000000,1632.8000000,2374
04/11/22,05:00,1632.9000000,1636.2000000,1631.5000000,1636.0000000,3589
04/11/22,06:00,1636.0000000,1639.3000000,1635.0000000,1638.5000000,4156
04/11/22,07:00,1638.6000000,1642.4000000,1638.4000000,1641.3000000,4479
04/11/22,08:00,1641.3000000,1649.4000000,1640.7000000,1648.9000000,6403
04/11/22,09:00,1649.1000000,1650.6000000,1647.8000000,1649.4000000,6835
04/11/22,10:00,1649.3000000,1652.2000000,1647.7000000,1649.5000000,7800
04/11/22,11:00,1649.4000000,1651.8000000,1646.2000000,1647.2000000,8271
04/11/22,12:00,1647.2000000,1652.1000000,1647.1000000,1650.4000000,7885
04/11/22,13:00,1650.4000000,1654.8000000,1646.4000000,1648.5000000,10782
04/11/22,14:00,1648.4000000,1655.5000000,1647.8000000,1652.1000000,9155
04/11/22,15:00,1652.1000000,1656.2000000,1651.8000000,1654.1000000,9561
04/11/22,16:00,1654.1000000,1663.4000000,1642.8000000,1662.5000000,35709
04/11/22,17:00,1662.4000000,1671.2000000,1661.8000000,1670.5000000,38948
04/11/22,18:00,1670.5000000,1678.7000000,1669.3000000,1676.5000000,33391
04/11/22,19:00,1676.5000000,1678.0000000,1673.1000000,1674.3000000,20386
04/11/22,20:00,1674.3000000,1677.5000000,1670.8000000,1676.5000000,15154
04/11/22,21:00,1676.4000000,1678.3000000,1675.3000000,1677.8000000,12679
04/11/22,22:00,1677.8000000,1686.4000000,1676.7000000,1684.3000000,12712
04/11/22,23:00,1684.3000000,1684.8000000,1682.0000000,1684.5000000,8173
05/11/22,00:00,1684.5000000,1686.0000000,1683.4000000,1685.7000000,2703
07/11/22,03:00,1678.6000000,1683.4000000,1675.4000000,1675.9000000,8418
07/11/22,04:00,1675.9000000,1678.4000000,1673.9000000,1676.4000000,4268
07/11/22,05:00,1676.5000000,1678.3000000,1673.4000000,1675.4000000,5783
07/11/22,06:00,1675.3000000,1676.4000000,1673.4000000,1675.7000000,3190
07/11/22,07:00,1675.6000000,1678.2000000,1674.3000000,1676.9000000,2542
07/11/22,08:00,1676.7000000,1676.9000000,1674.3000000,1675.7000000,2147
07/11/22,09:00,1675.8000000,1678.1000000,1674.8000000,1675.5000000,3139
07/11/22,10:00,1675.4000000,1675.8000000,1673.5000000,1674.1000000,2057
07/11/22,11:00,1674.3000000,1674.7000000,1670.0000000,1671.1000000,6830
07/11/22,12:00,1671.1000000,1679.5000000,1670.0000000,1678.2000000,7970
07/11/22,13:00,1678.2000000,1683.6000000,1678.0000000,1681.6000000,9723
07/11/22,14:00,1681.6000000,1683.3000000,1680.2000000,1681.3000000,3610
07/11/22,15:00,1681.2000000,1681.4000000,1678.8000000,1679.9000000,3242
07/11/22,16:00,1679.8000000,1681.0000000,1677.5000000,1680.4000000,4676
07/11/22,17:00,1680.4000000,1681.8000000,1676.5000000,1681.0000000,14234
07/11/22,18:00,1681.1000000,1685.6000000,1680.5000000,1683.0000000,16767
07/11/22,19:00,1683.1000000,1683.3000000,1676.8000000,1682.1000000,15710
07/11/22,20:00,1682.2000000,1683.5000000,1679.1000000,1681.7000000,7631
07/11/22,21:00,1681.8000000,1681.9000000,1678.4000000,1680.3000000,6463
07/11/22,22:00,1680.2000000,1681.2000000,1678.9000000,1679.9000000,5512
07/11/22,23:00,1680.0000000,1680.4000000,1678.3000000,1678.6000000,3940
08/11/22,00:00,1678.7000000,1679.5000000,1677.2000000,1677.3000000,3097
08/11/22,01:00,1677.3000000,1678.5000000,1677.2000000,1678.5000000,1211
08/11/22,03:00,1678.0000000,1678.3000000,1676.4000000,1676.9000000,1395
08/11/22,04:00,1676.9000000,1678.7000000,1675.5000000,1678.3000000,2354
08/11/22,05:00,1678.2000000,1679.5000000,1675.4000000,1676.4000000,3211
08/11/22,06:00,1676.2000000,1677.1000000,1674.6000000,1675.8000000,2358
08/11/22,07:00,1675.8000000,1676.5000000,1675.2000000,1675.4000000,1051
08/11/22,08:00,1675.3000000,1676.0000000,1671.8000000,1672.7000000,2059
08/11/22,09:00,1672.7000000,1672.8000000,1670.9000000,1670.9000000,2259
08/11/22,10:00,1670.9000000,1674.3000000,1670.7000000,1673.1000000,2668
08/11/22,11:00,1673.2000000,1673.9000000,1670.8000000,1673.1000000,2786
08/11/22,12:00,1673.1000000,1673.6000000,1668.6000000,1669.4000000,7209
08/11/22,13:00,1669.3000000,1674.0000000,1667.1000000,1673.9000000,6195
08/11/22,14:00,1673.8000000,1674.3000000,1672.1000000,1672.9000000,3639
08/11/22,15:00,1672.9000000,1675.7000000,1672.3000000,1675.2000000,4700
08/11/22,16:00,1675.2000000,1675.9000000,1672.6000000,1673.7000000,5299
08/11/22,17:00,1673.7000000,1678.0000000,1673.5000000,1675.6000000,11685
08/11/22,18:00,1675.5000000,1683.2000000,1675.5000000,1682.0000000,13755
08/11/22,19:00,1682.0000000,1717.4000000,1681.4000000,1716.4000000,84803
08/11/22,20:00,1716.4000000,1720.4000000,1715.7000000,1718.6000000,30433
08/11/22,21:00,1718.7000000,1719.8000000,1713.8000000,1718.4000000,15858
08/11/22,22:00,1718.5000000,1720.4000000,1714.3000000,1716.6000000,20464
08/11/22,23:00,1716.5000000,1717.3000000,1711.9000000,1715.3000000,9980
09/11/22,00:00,1715.3000000,1716.8000000,1714.4000000,1715.6000000,4949
09/11/22,01:00,1715.6000000,1716.8000000,1715.0000000,1715.8000000,1541
09/11/22,03:00,1715.2000000,1716.4000000,1714.1000000,1714.6000000,2052
09/11/22,04:00,1714.7000000,1715.2000000,1712.0000000,1712.2000000,3101
09/11/22,05:00,1712.3000000,1713.6000000,1709.6000000,1709.8000000,6781
09/11/22,06:00,1709.9000000,1712.2000000,1709.9000000,1711.2000000,2949
09/11/22,07:00,1711.1000000,1715.5000000,1711.0000000,1712.2000000,4947
09/11/22,08:00,1712.1000000,1712.3000000,1710.5000000,1711.4000000,2003
09/11/22,09:00,1711.4000000,1713.2000000,1710.4000000,1712.3000000,4069
09/11/22,10:00,1712.3000000,1713.6000000,1710.9000000,1712.9000000,3358
09/11/22,11:00,1713.0000000,1715.8000000,1712.7000000,1714.7000000,6266
09/11/22,12:00,1714.7000000,1719.0000000,1714.4000000,1716.3000000,8982
09/11/22,13:00,1716.5000000,1716.7000000,1709.7000000,1711.0000000,4907
09/11/22,14:00,1711.0000000,1712.1000000,1706.3000000,1711.9000000,10058
09/11/22,15:00,1711.7000000,1713.1000000,1710.8000000,1711.9000000,3729
09/11/22,16:00,1711.8000000,1713.2000000,1710.1000000,1711.0000000,5476
09/11/22,17:00,1711.0000000,1713.2000000,1706.1000000,1713.0000000,20131
09/11/22,18:00,1713.0000000,1719.7000000,1712.6000000,1715.1000000,21688
09/11/22,19:00,1715.0000000,1725.8000000,1710.4000000,1714.6000000,35833
09/11/22,20:00,1714.8000000,1717.7000000,1714.5000000,1715.9000000,8724
09/11/22,21:00,1715.9000000,1716.9000000,1714.1000000,1716.0000000,7025
09/11/22,22:00,1716.0000000,1716.4000000,1707.4000000,1708.5000000,12856
09/11/22,23:00,1708.4000000,1709.4000000,1705.1000000,1706.9000000,6503
10/11/22,00:00,1706.8000000,1710.5000000,1706.3000000,1707.7000000,5593
10/11/22,01:00,1707.6000000,1710.3000000,1707.6000000,1709.7000000,2042
10/11/22,03:00,1709.7000000,1710.1000000,1705.5000000,1709.5000000,2096
10/11/22,04:00,1709.5000000,1710.1000000,1708.2000000,1709.5000000,1527
10/11/22,05:00,1709.6000000,1711.9000000,1708.0000000,1709.6000000,3825
10/11/22,06:00,1709.6000000,1711.7000000,1708.6000000,1711.7000000,3390
10/11/22,07:00,1711.6000000,1713.0000000,1710.7000000,1712.3000000,2861
10/11/22,08:00,1712.4000000,1712.9000000,1711.5000000,1712.8000000,926
10/11/22,09:00,1712.7000000,1715.2000000,1712.3000000,1715.1000000,3164
10/11/22,10:00,1715.2000000,1715.5000000,1711.8000000,1712.9000000,2255
10/11/22,11:00,1712.7000000,1712.7000000,1708.2000000,1708.8000000,4257
10/11/22,12:00,1708.8000000,1713.2000000,1708.6000000,1710.4000000,5462
10/11/22,13:00,1710.4000000,1711.9000000,1707.6000000,1709.9000000,5047
10/11/22,14:00,1709.9000000,1711.2000000,1706.7000000,1711.2000000,5485
10/11/22,15:00,1711.2000000,1712.2000000,1708.4000000,1710.3000000,4617
10/11/22,16:00,1710.4000000,1712.2000000,1709.6000000,1712.2000000,5805
10/11/22,17:00,1712.2000000,1741.0000000,1711.7000000,1736.8000000,54716
10/11/22,18:00,1736.9000000,1748.8000000,1736.3000000,1747.5000000,48787
10/11/22,19:00,1747.6000000,1757.2000000,1747.2000000,1754.5000000,34700
10/11/22,20:00,1754.5000000,1754.8000000,1746.8000000,1753.3000000,19497
10/11/22,21:00,1753.4000000,1753.5000000,1749.4000000,1751.5000000,10541
10/11/22,22:00,1751.6000000,1755.8000000,1751.6000000,1754.2000000,10796
10/11/22,23:00,1754.1000000,1758.3000000,1753.6000000,1757.6000000,5355
11/11/22,00:00,1757.5000000,1759.6000000,1755.9000000,1759.1000000,4686
11/11/22,01:00,1759.1000000,1760.6000000,1757.4000000,1759.0000000,3195
11/11/22,03:00,1758.3000000,1758.4000000,1755.4000000,1755.6000000,2333
11/11/22,04:00,1755.6000000,1756.6000000,1753.7000000,1755.0000000,3008
11/11/22,05:00,1755.0000000,1756.8000000,1750.3000000,1750.7000000,6029
11/11/22,06:00,1750.8000000,1756.3000000,1750.8000000,1756.0000000,3905
11/11/22,07:00,1755.9000000,1756.2000000,1753.6000000,1754.6000000,1892
11/11/22,08:00,1754.5000000,1756.5000000,1753.0000000,1756.1000000,1360
11/11/22,09:00,1756.1000000,1766.6000000,1755.7000000,1764.0000000,9018
11/11/22,10:00,1763.9000000,1767.7000000,1758.1000000,1761.1000000,7408
11/11/22,11:00,1761.2000000,1766.0000000,1758.7000000,1764.1000000,8015
11/11/22,12:00,1764.1000000,1769.5000000,1758.7000000,1768.7000000,12267
11/11/22,13:00,1768.7000000,1769.4000000,1764.0000000,1767.1000000,8090
11/11/22,14:00,1767.2000000,1769.9000000,1760.5000000,1761.6000000,10481
11/11/22,15:00,1761.6000000,1764.8000000,1758.4000000,1762.1000000,9757
11/11/22,16:00,1762.3000000,1765.3000000,1759.6000000,1764.3000000,6709
11/11/22,17:00,1764.3000000,1769.1000000,1762.4000000,1768.7000000,17725
11/11/22,18:00,1768.6000000,1768.7000000,1758.6000000,1764.3000000,16892
11/11/22,19:00,1764.1000000,1768.1000000,1761.3000000,1766.9000000,17014
11/11/22,20:00,1766.9000000,1768.0000000,1762.9000000,1766.8000000,10382
11/11/22,21:00,1766.8000000,1768.9000000,1765.8000000,1767.8000000,6922
11/11/22,22:00,1767.7000000,1770.6000000,1766.3000000,1768.6000000,9550
11/11/22,23:00,1768.7000000,1771.4000000,1767.6000000,1771.3000000,4606
12/11/22,00:00,1771.3000000,1771.3000000,1768.6000000,1771.0000000,3779
12/11/22,01:00,1771.0000000,1775.6000000,1769.4000000,1774.2000000,4206
14/11/22,03:00,1769.4000000,1769.8000000,1763.8000000,1766.2000000,5077
14/11/22,04:00,1766.3000000,1767.9000000,1764.7000000,1767.2000000,3002
14/11/22,05:00,1767.3000000,1769.3000000,1764.6000000,1765.6000000,4466
14/11/22,06:00,1765.8000000,1766.5000000,1763.7000000,1765.9000000,3301
14/11/22,07:00,1766.2000000,1769.5000000,1766.0000000,1766.6000000,2689
14/11/22,08:00,1766.6000000,1766.9000000,1762.5000000,1764.4000000,2753
14/11/22,09:00,1764.4000000,1765.3000000,1761.0000000,1761.6000000,4426
14/11/22,10:00,1761.7000000,1766.9000000,1761.3000000,1764.6000000,3527
14/11/22,11:00,1764.6000000,1766.9000000,1763.2000000,1765.3000000,4510
14/11/22,12:00,1765.3000000,1769.2000000,1764.2000000,1765.0000000,8119
14/11/22,13:00,1764.9000000,1765.0000000,1759.6000000,1759.8000000,8984
14/11/22,14:00,1759.9000000,1761.1000000,1757.3000000,1760.3000000,8087
14/11/22,15:00,1760.4000000,1760.4000000,1755.8000000,1759.2000000,7246
14/11/22,16:00,1759.1000000,1764.8000000,1758.3000000,1764.5000000,6420
14/11/22,17:00,1764.7000000,1767.5000000,1761.8000000,1767.1000000,15249
14/11/22,18:00,1767.1000000,1773.9000000,1765.6000000,1772.7000000,22342
14/11/22,19:00,1772.7000000,1778.4000000,1772.0000000,1774.9000000,18340
14/11/22,20:00,1775.0000000,1775.3000000,1769.5000000,1773.0000000,10542
14/11/22,21:00,1772.9000000,1776.0000000,1772.8000000,1774.3000000,6741
14/11/22,22:00,1774.3000000,1777.4000000,1773.7000000,1776.9000000,7640
14/11/22,23:00,1777.0000000,1777.6000000,1775.0000000,1776.5000000,3780
15/11/22,00:00,1776.4000000,1778.0000000,1775.0000000,1775.7000000,4452
15/11/22,01:00,1775.7000000,1776.0000000,1774.5000000,1774.7000000,1043
15/11/22,03:00,1774.0000000,1774.6000000,1772.4000000,1772.8000000,1196
15/11/22,04:00,1772.9000000,1773.5000000,1770.2000000,1771.0000000,2147
15/11/22,05:00,1771.1000000,1775.4000000,1770.3000000,1772.1000000,3952
15/11/22,06:00,1772.0000000,1775.3000000,1771.2000000,1773.9000000,2456
15/11/22,07:00,1773.9000000,1775.2000000,1773.2000000,1774.4000000,1913
15/11/22,08:00,1774.3000000,1774.7000000,1773.0000000,1774.0000000,1084
15/11/22,09:00,1774.0000000,1777.0000000,1773.7000000,1774.0000000,2268
15/11/22,10:00,1774.1000000,1774.8000000,1771.7000000,1773.3000000,3244
15/11/22,11:00,1773.4000000,1787.2000000,1773.3000000,1785.8000000,11224
15/11/22,12:00,1785.9000000,1786.0000000,1776.7000000,1780.3000000,9814
15/11/22,13:00,1780.1000000,1781.8000000,1776.2000000,1779.4000000,4965
15/11/22,14:00,1779.5000000,1780.5000000,1777.1000000,1780.0000000,4587
15/11/22,15:00,1780.0000000,1781.1000000,1778.1000000,1780.1000000,4990
15/11/22,16:00,1780.1000000,1780.4000000,1776.9000000,1778.4000000,4289
15/11/22,17:00,1778.3000000,1791.8000000,1776.0000000,1780.3000000,32963
15/11/22,18:00,1780.4000000,1782.6000000,1771.3000000,1775.3000000,22641
15/11/22,19:00,1775.2000000,1777.5000000,1771.3000000,1774.2000000,15997
15/11/22,20:00,1774.2000000,1778.1000000,1771.7000000,1773.7000000,10039
15/11/22,21:00,1773.6000000,1776.2000000,1771.0000000,1775.6000000,8802
15/11/22,22:00,1775.7000000,1789.4000000,1771.4000000,1781.5000000,31935
15/11/22,23:00,1781.6000000,1782.6000000,1776.1000000,1782.0000000,13079
16/11/22,00:00,1782.1000000,1784.1000000,1780.2000000,1781.9000000,5009
16/11/22,01:00,1781.9000000,1783.2000000,1781.3000000,1782.2000000,1801
16/11/22,03:00,1782.0000000,1784.6000000,1780.6000000,1784.3000000,1941
16/11/22,04:00,1784.3000000,1784.9000000,1780.1000000,1780.8000000,3307
16/11/22,05:00,1780.6000000,1780.9000000,1777.1000000,1777.8000000,3863
16/11/22,06:00,1777.8000000,1780.3000000,1777.6000000,1780.2000000,4685
16/11/22,07:00,1780.3000000,1780.4000000,1774.5000000,1775.0000000,3920
16/11/22,08:00,1774.9000000,1776.0000000,1773.4000000,1775.1000000,2435
16/11/22,09:00,1775.2000000,1780.0000000,1774.1000000,1777.4000000,3881
16/11/22,10:00,1777.3000000,1778.3000000,1775.1000000,1776.6000000,2601
16/11/22,11:00,1776.8000000,1781.4000000,1774.6000000,1780.2000000,4921
16/11/22,12:00,1780.3000000,1782.8000000,1779.3000000,1782.5000000,5534
16/11/22,13:00,1782.6000000,1786.8000000,1782.5000000,1786.1000000,12392
16/11/22,14:00,1786.2000000,1788.2000000,1784.8000000,1785.9000000,6130
16/11/22,15:00,1785.9000000,1787.9000000,1783.8000000,1787.2000000,5797
16/11/22,16:00,1787.2000000,1787.3000000,1781.6000000,1784.1000000,8363
16/11/22,17:00,1784.1000000,1784.8000000,1777.2000000,1782.4000000,16232
16/11/22,18:00,1782.3000000,1783.5000000,1776.3000000,1778.4000000,16354
16/11/22,19:00,1778.4000000,1783.1000000,1776.2000000,1782.8000000,15263
16/11/22,20:00,1782.8000000,1783.4000000,1777.0000000,1777.6000000,9725
16/11/22,21:00,1777.6000000,1779.8000000,1776.4000000,1777.7000000,8497
16/11/22,22:00,1777.8000000,1778.7000000,1773.8000000,1776.0000000,8054
16/11/22,23:00,1775.9000000,1778.4000000,1775.5000000,1777.6000000,3504
17/11/22,00:00,1777.5000000,1779.4000000,1776.2000000,1777.6000000,3608
17/11/22,01:00,1777.5000000,1778.1000000,1776.6000000,1777.0000000,1370
17/11/22,03:00,1777.0000000,1777.5000000,1775.0000000,1776.6000000,1035
17/11/22,04:00,1776.7000000,1777.3000000,1775.7000000,1776.3000000,1472
17/11/22,05:00,1776.2000000,1777.6000000,1771.9000000,1772.6000000,3410
17/11/22,06:00,1772.6000000,1772.8000000,1769.2000000,1770.2000000,4437
17/11/22,07:00,1770.3000000,1770.3000000,1766.0000000,1766.8000000,4396
17/11/22,08:00,1766.8000000,1767.0000000,1764.7000000,1765.0000000,2331
17/11/22,09:00,1765.0000000,1767.0000000,1764.1000000,1765.9000000,3486
17/11/22,10:00,1766.0000000,1771.0000000,1765.8000000,1770.6000000,4617
17/11/22,11:00,1770.5000000,1772.0000000,1768.0000000,1769.9000000,5500
17/11/22,12:00,1770.0000000,1774.7000000,1769.7000000,1769.8000000,9388
17/11/22,13:00,1769.7000000,1771.0000000,1765.8000000,1767.9000000,6686
17/11/22,14:00,1768.0000000,1768.5000000,1763.9000000,1765.1000000,4398
17/11/22,15:00,1765.1000000,1768.5000000,1763.8000000,1768.3000000,6132
17/11/22,16:00,1768.4000000,1770.8000000,1763.8000000,1766.9000000,9019
17/11/22,17:00,1766.8000000,1768.7000000,1758.1000000,1758.6000000,23089
17/11/22,18:00,1758.6000000,1763.5000000,1756.6000000,1761.9000000,15934
17/11/22,19:00,1761.9000000,1765.7000000,1760.6000000,1762.6000000,12062
17/11/22,20:00,1762.6000000,1762.8000000,1757.7000000,1760.4000000,8979
17/11/22,21:00,1760.4000000,1763.5000000,1760.1000000,1762.5000000,5695
17/11/22,22:00,1762.6000000,1764.7000000,1761.8000000,1763.3000000,6536
17/11/22,23:00,1763.1000000,1764.1000000,1762.1000000,1763.1000000,2728
18/11/22,00:00,1763.0000000,1763.8000000,1762.0000000,1763.4000000,2224
18/11/22,01:00,1763.4000000,1763.7000000,1762.6000000,1762.8000000,1343
18/11/22,03:00,1763.1000000,1763.6000000,1761.7000000,1762.2000000,1282
18/11/22,04:00,1762.2000000,1765.8000000,1762.0000000,1765.1000000,1710
18/11/22,05:00,1765.0000000,1766.7000000,1764.0000000,1765.2000000,2315
18/11/22,06:00,1765.2000000,1766.6000000,1764.6000000,1764.8000000,2054
18/11/22,07:00,1764.9000000,1767.8000000,1763.2000000,1766.8000000,2745
18/11/22,08:00,1766.8000000,1767.2000000,1764.2000000,1764.7000000,1369
18/11/22,09:00,1764.6000000,1766.2000000,1763.1000000,1766.1000000,1891
18/11/22,10:00,1766.1000000,1766.6000000,1764.7000000,1765.9000000,1761
18/11/22,11:00,1765.9000000,1769.1000000,1765.4000000,1767.7000000,3693
18/11/22,12:00,1767.6000000,1768.0000000,1763.6000000,1764.5000000,4670
18/11/22,13:00,1764.5000000,1769.9000000,1762.6000000,1766.6000000,6901
18/11/22,14:00,1766.5000000,1767.8000000,1765.2000000,1767.4000000,4117
