,ent_rate4,value__sum_values,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8","value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",value__mean_n_absolute_max__number_of_maxima_7,value__quantile__q_0.1,value__cid_ce__normalize_True,value__variation_coefficient,"value__agg_autocorrelation__f_agg_""median""__maxlag_40","value__agg_autocorrelation__f_agg_""var""__maxlag_40"
Q422,1.130424169554748,120495.0,253945.87326388888,40.625,167843.84000000003,7.0,4293.714285714285,2422.2,5.826613319853858,0.2124405791133644,-0.0549788508435349,0.047611045800535
Q423,1.7966382163994925,97904.0,63040.96296296296,-32.666666666666664,13260.666666666666,0.0,3023.1428571428573,1804.2,5.975119146179245,0.1718645354925089,-0.1212326546658599,0.0523818250571331
Q424,1.0200252739292863,200300.0,25034.842249657067,18.0,5618.75,10.0,6304.285714285715,3926.0,6.84067623426184,0.1761151344746119,-0.1319855309568595,0.274795480218678
Q425,1.1485144305630932,263817.0,13164.58865948394,66.28761904761902,22706.007404958746,10.0,6092.965714285716,2226.648,6.495482458549461,0.336265646008105,0.0848223366873063,0.1361598996176535
Q426,1.8996666060105505,365551.08,395131.2103553581,255.386,153926.01346115695,11.0,10127.388571428572,1892.296,5.559618015086148,0.5637824416543944,0.0703982939081205,0.2099352728098353
Q427,1.2620832761856455,165145.0,2131061.0784,-22.857142857142858,4450416.222222222,0.0,5305.428571428572,3699.0,8.666208549514161,0.2033083459766698,-0.0356873491720849,0.0525148776971234
Q428,1.2175322832023345,62688.5,1618.1637037037067,11.55714285714287,1508.7144,2.0,1790.2857142857142,1442.62,4.231631747433686,0.0763200153054351,-0.1381791722758956,0.2778610714255378
Q429,1.6288531894490732,63558.6,14062.439053254437,-9.363636363636363,1023.846875000004,1.0,1922.2714285714285,1447.28,5.720933796616552,0.1061382124580141,-0.064117325948248,0.3425351407632993
Q430,0.45412511000363076,105889.0,84532.46913580246,34.833333333333336,2718.96,10.0,4073.428571428572,965.0,7.018984182363151,0.4170502768294352,-0.0629503944373037,0.2553119040579854
Q431,1.124523418357239,335908.0,473549.26666666655,15.43636363636357,94725.23599999982,10.0,12220.742857142855,3295.5600000000004,7.117866962410202,0.3871584636221328,-0.1110417844548923,0.2898146057247689
Q432,1.2497298816396145,103607.8,1251.3469000000007,23.293103448275858,3877.8219555555593,12.0,2220.128571428572,676.86,7.114471859362601,0.4083415100488429,0.2693272632177014,0.0912556344187252
Q433,1.4453282577156221,40796.42999999999,1289.3539534438771,-2.917000000000008,22.31557600000062,5.0,1100.3714285714286,1003.626,6.327951934804292,0.0327590577494802,-0.0494692790088626,0.1166376369187572
Q434,1.3507952064271211,38864.3,576.4580246913575,12.83636363636363,188.9359999999988,10.0,1173.5142857142855,792.9399999999999,6.61817130162158,0.1377489895485911,-0.1030509274911972,0.2211097273736809
Q435,2.706880642927441,114433.364,4391.790836839322,17.733904761904753,12948.38736661157,10.0,2210.686857142857,1245.26,7.119958905803666,0.1878081317165311,0.0371160416006042,0.0979528034818432
Q436,1.9712688668307439,41273.22999999999,729.305182015305,5.724999999999966,175.2893359999989,1.0,1115.9685714285715,1007.84,4.194143379490511,0.0377756161366049,-0.0801355729678767,0.1805923535327776
Q437,0.7143751270751328,501410.0,993863.1321006906,192.1428571428572,936767.3469387752,12.0,7450.0,3743.0,10.060521160332232,0.2227429507427656,0.2502788954677496,0.0442348094578042
Q438,2.607397610090822,849660.0,465288.062283737,102.3076923076923,366252.0833333333,10.0,12032.857142857143,5917.0,8.121820076106715,0.2345028518298695,0.3331698994621052,0.0552982268983579
Q439,1.7618486384031842,521750.0,278380.859375,49.41176470588236,55950.0,11.0,6800.0,3919.0,9.295437574495764,0.18394189524632,0.3061039244033819,0.0466173294312763
Q440,1.1690938454945559,490250.0,140653.77589663622,30.6896551724138,186936.0,12.0,6860.0,3566.0,7.709600305738565,0.2167257339288487,0.332800461820456,0.0609649214955036
Q441,0.7876397738115557,475960.0,1252565.289256198,194.375,1487364.0,12.0,7590.0,3392.0,9.900924251902673,0.2643361018780064,0.2865681083008139,0.0501594019859735
Q442,2.081680753577311,683170.0,398570.13408304506,55.35714285714285,611451.5555555556,11.0,9755.714285714286,4939.0,7.9031452738440064,0.2316491285114171,0.357182202146542,0.0616770803112211
Q443,1.1524112926698575,656960.0,308493.6065938962,60.74074074074074,270322.6666666667,12.0,9300.0,4464.0,7.846127391360895,0.2405351168625042,0.3252061074473356,0.0579998794307893
Q444,1.1907451447820914,531310.0,180135.05325443787,110.37037037037037,121642.85714285714,12.0,7407.142857142857,3842.0,7.616615441929899,0.2252916401654447,0.3753166900945013,0.0721072233042744
Q445,2.7816192103902577,554140.0,77418.66391184572,66.06060606060606,97423.4375,10.0,7280.0,4294.0,7.360075324801904,0.1829824688775542,0.3578179029744387,0.069385160405332
Q446,1.2874963225552218,370651.6,410464.1000147928,182.8499999999999,109618.03687499996,0.0,10657.028571428573,8500.46,5.596294640735759,0.0858751629915462,-0.2273912674369676,0.1545632465152052
Q447,0.5575432142716789,309429.4,2892562.9540192056,-197.5333333333334,25329.2268749998,1.0,10851.885714285714,6302.14,6.40008189097893,0.2176175151865784,-0.093736485896954,0.3905256718222365
Q448,0.7745288051701429,92645.568,495.3063857970122,24.242254545454543,874.3783816566665,10.0,2146.950057142857,760.43656,6.6651544055577485,0.340783257560271,0.065380807452114,0.1211941553787802
Q449,1.842901621302885,90667.86,9807.043851795834,27.59125000000006,3748.911049999982,1.0,2602.344285714286,2154.5460000000003,6.975015665922239,0.0740169632321665,-0.0492330660843753,0.118978492710272
Q450,1.3803140521917456,82206.09999999999,53006.46388888889,26.26000000000004,8755.171874999985,1.0,2650.9714285714285,1530.92,6.816425100529026,0.1990362139350472,-0.0041897991201436,0.0969455160992945
Q451,1.9719662155926245,45875.33999999999,8076.722035665294,13.240000000000007,444.6134222222221,1.0,1392.4,1019.788,5.283871082424836,0.1089264386126377,-0.2516067030743977,0.1685874537803825
Q452,1.7379727157652312,177249.5,25105.699615912225,14.939999999999964,2571.8933333333166,10.0,4916.342857142858,4334.400000000001,6.616146177584465,0.0469200324291906,-0.0840028420241617,0.1057020940804049
Q453,0.8629647485153655,41217.02,6079.812161607147,-13.783000000000005,69.88811875000067,10.0,1184.902857142857,979.07,5.709069832152224,0.0766581961957237,-0.1367515375439775,0.5201521167588574
Q454,1.6008399705076497,40517.95,722.437341015089,6.43999999999999,172.01794999999788,1.0,1096.84,997.974,6.532952590075723,0.0332830769745815,-0.0296694843763572,0.0892158275137715
Q455,1.7283506720017097,130076.61,37635.32227115382,13.5783333333333,3611.016422222213,1.0,3635.407142857143,3160.04,6.252115247669583,0.0498878330057559,-0.0762617919275578,0.0776108860634471
Q456,1.1157399795399356,42555.37999999999,985.173960714284,-10.09499999999999,603.9144666666683,1.0,1160.7942857142857,1021.208,4.354242778563812,0.0474327920933634,-0.0551410175657459,0.2704762452093526
Q457,1.1157399795399356,177585.69999999998,17158.456670918396,-42.13333333333321,10521.60666666666,1.0,4844.042857142857,4261.54,4.354553600577199,0.047432006550553,-0.0551831524143364,0.2704588527457999
Q458,0.6797453909825882,163865.5732,1831.3808100358297,22.675561904761924,1173.6954348641286,10.0,3338.186171428571,1701.0565600000002,7.122410140426177,0.2155271421319059,0.0367366565401858,0.0788505940616278
Q459,2.1856795982107027,109704.0,29866.260101010103,15.32,45956.61157024794,12.0,1767.7142857142858,677.9,8.018080153109425,0.3174189017516258,0.3800218209987764,0.062663843428803
Q460,1.8149717151760627,701920.0,142189.03987525063,45.35714285714285,94671.484375,12.0,9564.285714285714,5437.0,7.222133676233011,0.2118970366418014,0.3989068631695478,0.0803117141634904
Q461,2.3309065911890565,676300.0,461286.8344842949,62.69230769230769,57752.06611570247,12.0,9062.857142857143,4880.0,7.472635757971488,0.2230937051451865,0.4053517201350721,0.0840086491429695
Q462,1.9002717505140385,533620.0,364932.6863905325,40.96774193548387,182137.109375,12.0,7467.142857142857,4044.0,6.143528986951353,0.212084296757724,0.4302997692281858,0.0907948618991056
Q463,2.2386959634761174,784720.0,1123917.0862107372,184.0909090909091,770621.0,10.0,11265.714285714286,5375.0,8.864710417806222,0.245888084892037,0.3186709121978625,0.0492405543380883
Q464,1.111415921724089,435820.28418,126781.23088370451,127.04837888888886,102237.06976189224,12.0,6625.06225,2679.850613,7.109235382302011,0.3050403932053083,0.3909571872771312,0.0722625973644705
Q465,2.3527456790932733,752180.0,449384.4811753903,40.0,125256.19834710743,10.0,10798.57142857143,4977.0,7.401616921468242,0.2787245423059483,0.4139904512809197,0.080923334808374
Q466,2.672389235971531,112233.0,23715.48674537759,1.5238095238095235,35474.617283950625,12.0,1723.571428571429,682.0,8.1042247261468,0.3075577730241142,0.3412761722013127,0.0621188970939475
Q467,2.5877174283097975,904850.0,1014065.2892561984,65.41666666666667,1525930.177514793,12.0,13417.142857142857,6166.0,8.531049080852469,0.2646474544815675,0.298514895291377,0.0503694776932447
Q468,0.43795711366094114,737460.0,343520.0946745562,27.6,170008.26446280992,12.0,10144.285714285714,5502.0,7.939002352545194,0.219716374546173,0.354172028840702,0.0668571311103719
Q469,2.24460492747056,726440.0,117951.10294117648,43.54838709677419,121552.88888888886,12.0,10237.142857142857,5108.0,7.337362722819369,0.2393290040878974,0.3748238189832653,0.0713900569488355
Q470,2.5816319449716794,102283.0,10084.392354547364,2.923076923076923,6904.561983471075,12.0,1635.2857142857142,403.9,7.915145110145536,0.405699907095389,0.3786882012366374,0.0679052879293668
Q471,1.0955746827530528,810100.0,978130.5562130178,-38.14814814814815,1310807.638888889,12.0,11904.285714285714,5586.0,7.860513661070512,0.2594718157936651,0.3672518138120763,0.0698627223519027
Q472,1.329204072978393,736390.0,230511.07150813105,38.064516129032256,429102.2222222223,12.0,10857.142857142857,4935.0,7.188683161433357,0.2644833471387133,0.3641994102069874,0.0697497838289455
Q473,2.6239068794605926,840800.0,1091459.9688126529,29.25925925925926,1714212.109375,10.0,13380.0,6227.0,7.973385399510149,0.2494521183253238,0.1793097101348315,0.0568699175856798
Q474,1.7235960944104116,251061.21251560003,78880.52445399172,6.146921683333343,236351.29844432013,11.0,4134.651714657143,1443.2941716399998,7.283342025581966,0.3246910072048529,0.2805543995366112,0.0537438798766959
Q475,1.9618450476251552,121672.0,9680.15290905272,3.0303030303030303,14881.757785467127,11.0,1934.571428571429,691.1,7.274707327480383,0.3285354890048719,0.2707806531262945,0.0584715933461302
Q476,1.2050046746524143,701510.0,519097.75147929,17.5,109420.0,12.0,10051.42857142857,5011.0,7.66020040637632,0.2476076107598366,0.4071827003103072,0.0800812825775708
Q477,2.8034393857000683,737580.0,416162.1671258034,63.333333333333336,71412.24489795919,11.0,9605.714285714286,6240.0,6.531388161116697,0.1613043049848595,0.4278404658750473,0.1027728897139367
Q478,1.7613219815903431,739390.0,217043.89014865205,94.44444444444444,115074.38016528929,11.0,10208.57142857143,5127.0,7.618966249527069,0.2483571433130899,0.3945155143409221,0.0803110198536019
Q479,2.544465039575738,820020.0,1059716.7724609375,127.08333333333331,1198592.899408284,12.0,12367.142857142857,6149.0,6.766558811807911,0.2485688703588414,0.3766641571998072,0.0938580067980072
Q480,2.242691446567844,769070.0,191845.6382001837,152.33333333333334,112230.76923076923,12.0,10615.714285714286,5387.0,7.087884118787835,0.2487256508978402,0.4263311612876868,0.0903726322717907
Q481,2.369494141327908,657780.0,388613.38775510207,110.0,44691.83673469388,11.0,8930.0,5671.0,5.234276773427873,0.1639521445986615,0.4262500881292435,0.1164315043774926
Q482,1.5235767384601606,546000.0,401503.7633136094,72.5,23963.636363636364,10.0,7532.857142857143,3854.0,7.859096010759275,0.2428844039086586,0.3783893413746432,0.0684840841729824
Q483,1.6832336865987692,114410.0,160422.77318640953,-12.857142857142858,33697.95918367347,1.0,3568.5714285714284,1768.0,3.647032606669376,0.2583902826757901,-0.1276922198813743,0.3016501961493348
Q484,1.8430314788701705,72950.0,36593.75892857143,19.5,26361.76,0.0,2203.5714285714284,1541.4,5.400959788426694,0.1301529248152837,-0.0103679360155099,0.1594055995610014
Q485,2.4654360986464794,465404.4000000001,2618434.0108217294,116.27400000000009,21811.436958024697,11.0,12838.611428571428,2628.384,7.501032029251402,0.5056164497932556,-0.1306087438972447,0.0738851533376513
Q486,1.4786765823282542,41813.9,30632.859862825782,8.163636363636359,2438.3868749999974,1.0,1365.1,896.6,7.447833578344186,0.1552502083316222,-0.0301630339760196,0.1839239180592247
Q487,1.3797302384152026,195212.0,760589.1796982168,59.0,1326989.6875,1.0,6599.428571428572,3801.0,6.88967371738129,0.2105774031805532,0.0272746604746647,0.0895319647144944
Q488,1.4889144895429174,233956.0,58418.11177170035,-23.6,2843.555555555555,10.0,6416.142857142857,5613.4,5.2761404678825095,0.0491246193063582,-0.027615444663293,0.4470666164725465
Q489,0.98973178638206,116855.9,1348.997430555558,24.703333333333337,3309.8024888888976,12.0,2601.9714285714285,735.76,7.1620658491606,0.4230709487523219,0.2596786900965192,0.0834661904478007
Q490,1.8618338974778201,85754.48000000001,785.9663209876536,3.825833333333359,238.4642472222181,5.0,2368.844285714286,2091.542,7.470058258377584,0.0449692280088183,-0.0490959833887287,0.063812446352338
Q491,1.865976214810802,39837.74,124.18195171467713,0.9666666666666592,35.04825555555539,5.0,1091.82,974.608,7.5193708602631535,0.039927102504637,-0.07110156298768,0.0702402971224164
Q492,1.6087366614670084,138170.0,11052.06932784636,34.43000000000002,6361.98240000001,1.0,4016.2285714285713,3026.08,7.778174251490752,0.1014452473117672,-0.0192993760195387,0.095939333569601
Q493,1.0430372478776035,56225.1,1041.9359171597623,-2.8857142857142923,857.1464000000051,2.0,1499.642857142857,1391.46,5.314117244061138,0.0279041225656652,-0.0221805181261585,0.1903668551136983
Q494,1.6216216214130852,276068.0,1780875.096313912,32.888888888888886,204528.56,9.0,9538.57142857143,5964.6,5.790358269138522,0.1772687197055652,-0.1447762701800334,0.1114485809027272
Q495,1.754535186191516,144888.0,219487.8463648834,-22.33333333333333,2162.25,0.0,4263.428571428572,3395.2,8.433823118904211,0.1029673267612608,-0.0350507905610226,0.1168077439425378
Q496,0.6051905470156425,265005.412,3602.5899345482017,37.37454545454546,1524.439011999989,10.0,5423.849142857143,2915.4192000000003,6.901674850020373,0.2068078039182889,0.0571189523137641,0.0961115000899467
Q497,1.9945923276103341,294744.088,11682.994233293004,42.49639999999995,8743.950315039987,11.0,5570.992571428572,3466.3432000000003,7.631749259876325,0.1717121102805789,0.0105743322692612,0.0916629946144092
Q498,1.3144554866381641,54879.79999999999,833.3854320987654,11.399999999999988,578.0466666666645,1.0,1633.928571428571,1214.62,7.470373216456661,0.1026203381569012,-0.0544923555721137,0.0535929669655773
Q499,1.5567275616216718,41729.87,2870.5973193877503,8.8381818181818,993.089896000002,1.0,1170.9314285714283,999.958,4.724416378329899,0.05826880611322,0.0312109899036229,0.1506186518603851
Q500,1.8520534888004814,399550.28,19396.96104157175,47.90952380952383,16342.908308628068,11.0,7593.503428571428,4579.1232,7.366030408893816,0.1687059689723785,-0.0086443911213803,0.0873522356816661
Q501,2.3656165359154935,799280.0,281941.6509136736,63.92857142857143,284698.224852071,11.0,11352.857142857143,4946.0,7.779906738047357,0.2744331697561447,0.2967346409478121,0.0625237312637617
Q502,1.5116321333442935,621960.0,195014.96992648696,1.3793103448275863,288802.36686390534,12.0,8625.714285714286,4405.0,7.814805507757999,0.2247968751478056,0.3227538827309258,0.0612008701150733
Q503,2.262683385982441,620690.0,96622.40484429066,22.33333333333333,119357.14285714286,12.0,8247.142857142857,4724.0,7.288881925383321,0.1935401301202391,0.3776129995641214,0.0709486821618187
Q504,1.9331432751082134,707120.0,1817133.6288927328,23.043478260869566,1529304.0,12.0,10660.0,5316.0,10.157287225812766,0.2104057850335893,0.2808837025806856,0.0497569430382036
Q505,2.1710284587732636,585070.0,86425.7088846881,51.333333333333336,129810.71428571428,12.0,8417.142857142857,4222.0,6.893977332472027,0.2353943707376337,0.3648920359781311,0.0674674463669758
Q506,2.377845539785069,810390.0,1051315.059687787,31.666666666666668,1212617.75147929,11.0,12072.857142857143,5740.0,8.090589827694833,0.2522609901269237,0.3580125436837714,0.0547602330319139
Q507,1.3099791634372284,110210.0,229217.5582990397,-24.545454545454547,21150.0,1.0,3831.428571428572,2102.0,6.194035691241141,0.2205505823842362,-0.0348129664245417,0.2127033410614226
Q508,1.3155883188344024,286213.0,30940.00713436385,0.2,29208.24,0.0,8195.714285714286,6624.0,2.2981129459354177,0.0742375898983707,-0.0846668773949113,0.8006812700305834
Q509,2.051843731819296,40058.83,10278.87394101509,-22.839,285.1277555555562,1.0,1208.3685714285714,902.022,6.256020736492532,0.1182137463395738,-0.1022233578981312,0.3218279507144417
Q510,1.2998126782533266,93275.2,1977.3555829903944,7.309999999999945,76.53805555555341,10.0,2570.9714285714285,2160.3,7.345369504986208,0.0620332489206528,0.0143427666844173,0.1229918209837623
Q511,1.3445690540374784,382387.0,24199.210177514706,25.28888888888893,3959.428888888921,10.0,10256.585714285717,9184.34,7.455794579244249,0.0437354834904188,-0.0725882575305137,0.3408327199964991
Q512,1.5024624936560058,38671.880000000005,1546.82499506173,-0.6099999999999758,1050.2083360000047,5.0,1134.9057142857143,841.008,6.875012510381437,0.0994749061269167,0.0122181106052099,0.0868953852046427
Q513,1.5024624936560058,38312.0,1518.6125377229064,-0.6111111111111112,1030.406399999996,5.0,1124.357142857143,833.16,6.875420207647832,0.0994801823617623,0.0122720774401092,0.0868464951301371
Q514,1.4634174146420886,119677.30000000002,56199.922976,-22.849999999999984,61696.33583333325,0.0,3797.6285714285705,2689.36,3.5161967362270863,0.1378865177673697,-0.1216709167582973,0.6106523311371318
Q515,1.7380253397054755,61510.0,36494.08284023669,-17.77777777777778,225.0,3.0,2030.0,1166.0,5.876662057008067,0.1998736187150745,-0.0492669399822985,0.5527248068065085
Q516,1.52455371890616,81548.49,1357.6843755829948,4.439999999999941,667.4405187499924,1.0,2184.384285714286,1973.284,8.252813493580813,0.0415803603674517,-0.1039715627634698,0.1225576787456848
Q517,0.9536701573303502,135556.3,32319.70118906064,-19.08888888888886,10743.194399999982,2.0,3912.071428571429,3050.28,4.714378906206405,0.094076789794779,-0.0293864110956794,0.627539879472778
Q518,0.9638835434233515,90991.01,1884.431787654324,4.506250000000023,1902.5592222222213,0.0,2480.097142857143,2247.946,3.3992626650965825,0.0343486363344553,-0.0440660831714052,0.3364232854671219
Q519,0.9871067643457669,159182.0,124762.82638888888,-114.0,0.0,4.0,4646.0,3578.4,7.918554008667275,0.0990182398542061,0.0260094209229057,0.1211271310067364
Q520,2.0976758997509934,218541.104,10632.783051298762,13.08505263157897,12399.850919039976,11.0,3943.8828571428567,2814.8296,8.243950409254808,0.111840817665805,-0.1247228332107276,0.0544231516817428
Q521,1.7756168520388431,112664.8,17586.97778258517,3.3714285714285745,28449.63999999998,2.0,1970.685714285714,1481.2,9.764285888667397,0.0968340048758924,7.012010710467725e-05,0.0177200058281536
Q522,2.2466505170374385,169362.096,17470.61869162155,23.309142857142856,10004.866152000011,1.0,2921.641714285714,2316.7648,6.003465723929355,0.0738437058442601,-0.0405606849762218,0.0721352449428063
Q523,1.9446993211736983,244926.108,258596.0804547505,36.97494736842107,86682.50001295996,2.0,5123.329142857144,2791.2256,5.9538659899360935,0.2002143742827486,0.0519000684286495,0.1267955745273696
Q524,2.3216717787849186,69920.31199999999,2636.2376921579225,3.4084444444444366,3191.8746208395,11.0,1283.838857142857,843.9136,7.553499192524896,0.1410714939904237,0.0026186295621841,0.070890838191127
Q525,2.1580829048190613,608145.2132,29850.464573337584,75.47579999999998,21002.258941017604,11.0,10714.494628571429,7382.85152,7.561534340063456,0.1318492260445509,-0.008806770859348,0.0959481125802403
Q526,0.983699223057372,650014.0755760001,910371.3523751284,58.67730696153838,511724.5211574815,12.0,9384.429181714286,4549.1332039,7.466678604044034,0.2413116263424398,0.3538131582370503,0.0640915583475963
Q527,1.075752564998671,128230.0,19259.76331360947,17.0,74504.0,10.0,3764.285714285714,2892.0,7.944613759429059,0.1039619353447919,-0.0184788942057185,0.146131391549228
Q528,2.182258508203712,376021.0,534851.2799999997,61.0222222222221,166028.44560000015,0.0,11185.357142857143,8450.26,5.016838979476835,0.0998310035962266,-0.1254983441595757,0.0914023848493661
Q529,2.182258508203712,43169.0,7081.621301775148,6.888888888888889,2187.84,0.0,1284.142857142857,970.4,5.022359096117178,0.0998497348850041,-0.1247819456035246,0.0915352957297532
Q530,1.4955625113037254,226635.50000000003,35928.96809599999,30.557142857142804,12389.57187499996,10.0,6304.171428571429,5522.46,8.396455672180423,0.0566292942790701,-0.0308630016234553,0.0604829156887371
Q531,1.0340114306256385,350450.0,26933.13609467456,34.54545454545455,258.3333333333333,7.0,9352.857142857143,8594.0,4.904768717889121,0.0319853955433477,-0.1279603878946085,0.4336698453206705
Q532,1.2748683362043254,355040.0,312857.5443786983,-286.3636363636364,38168.75,10.0,10490.0,8156.0,5.418218459037289,0.103583400429801,-0.1492868537691077,0.5791866029153845
Q533,1.1135472548068515,293673.0,7903.262222222222,71.53333333333333,19439.44888888889,12.0,6655.571428571428,1702.8,7.037872974381322,0.460311136589478,0.27537091752254,0.09161233099446
Q534,1.6020295609517585,199353.00000000003,15922.374615384597,1.3,49323.15187499988,0.0,5344.614285714286,4925.04,6.616376736233347,0.029677538491076,-0.0005381582475138,0.1508237363647513
Q535,2.043568091750918,38865.25,502.0304255917157,2.58599999999999,1450.9729187499995,0.0,1035.0171428571427,963.624,6.826475293311765,0.0256219710123579,0.0279794294192972,0.128509708150935
Q536,2.043568091750918,222890.9,16508.347159763296,14.839999999999964,47719.13187499985,0.0,5935.785714285715,5526.38,6.826367937836293,0.0256217383164652,0.027984064424586,0.1285163019902611
Q537,1.3372414872618306,315710.0,83602.85374554103,-23.75,101918.75,2.0,8841.42857142857,7456.0,3.7555161776372734,0.0610300331886558,-0.1563370207176985,0.2759252426564053
Q538,2.4398307164383777,543435.24,1375626.2296231403,-10.308235294117742,1493287.690800001,1.0,10810.725714285714,6334.888,8.655057688660797,0.1738377468660968,-0.0414850122310965,0.0354862228192359
Q539,1.4928628399433685,145607.13999999996,1135.7281374015374,35.21690909090908,1153.047656333331,10.0,3154.6382857142858,1338.74,6.547996069020977,0.2904302813766369,0.0692211353292667,0.1441490247181603
Q540,1.7459461290677505,575202.3999999999,590004.6273532837,-61.31428571428588,598091.3329632648,11.0,10675.84,7427.392,7.375537624970234,0.1227436367222283,-0.114039657894549,0.0924882738150152
Q541,2.0019335794441013,353067.84,12974.420086956508,24.813999999999943,13714.964780246872,11.0,6132.611428571428,4048.52,7.798727280899276,0.1477359482765121,-0.062365100910716,0.081112303561249
Q542,2.922465895253647,127802.6192,1502.423364594589,12.74209523809523,1176.4622437924024,10.0,2308.1336,1496.96744,7.573878429765122,0.1461358333318532,-0.0119604751629879,0.0689978606076887
Q543,2.216952507790603,400965.34709000005,102888.3634373424,89.63946703703697,131419.43690051086,11.0,6250.449538571428,2228.93328,7.156003739963963,0.3450447833112735,0.4028445567997863,0.0707532227465435
Q544,1.4490677498014901,394756.95155,825864.8861017978,57.49170958333334,4645478.917547274,11.0,11614.247458571426,2135.688268,4.374075736434754,0.6011327122423924,0.150269573757812,0.0317560303841567
Q545,2.708634975807717,827100.0,758064.5207100592,13.636363636363637,491564.0,10.0,11397.142857142857,6245.0,8.450029650196617,0.1996417519410068,0.3566518258660971,0.054937264092207
Q546,1.2931622412471178,830410.0,473709.27734375,108.51851851851852,709222.4852071005,12.0,12917.142857142857,5660.0,7.6405558764888495,0.2766961458321483,0.3679538360822942,0.0762187155987989
Q547,2.1957225119840835,589240.0,488524.5849609375,143.63636363636363,577563.6363636364,12.0,8771.42857142857,3826.0,8.199257737286997,0.2790012983773735,0.3647266487511315,0.0610010179718657
Q548,1.2183159268895247,96859.148542,7140.407509887961,13.75040629166667,4537.583570257307,11.0,1492.6760325714283,579.9374394,7.364295079950894,0.3101489187592048,0.3672753309513102,0.0635313688246073
Q549,2.1345353982179205,580450.0,489615.830449827,73.84615384615384,65095.86776859504,11.0,7890.0,4375.0,6.822038773829342,0.212951005574254,0.4260611125575903,0.0877021737631588
Q550,1.6478080133327604,636190.0,187274.2883379247,72.85714285714286,251340.8284023669,12.0,8942.857142857143,4486.0,7.617702545407602,0.2355710687319167,0.3640226456743217,0.0662353136983752
Q551,2.376305723552911,922870.0,751307.3529411765,50.0,763642.9752066116,12.0,13215.714285714286,6440.0,8.058817352788742,0.2524633394678617,0.3700390975868323,0.0681956466084722
Q552,2.0578370117767313,584570.0,524760.9977324262,58.66666666666666,32288.888888888887,12.0,8222.857142857143,4124.0,8.178882098873908,0.2430597957025618,0.3782275216136275,0.0680348055284216
Q553,0.9950876024797506,564450.0,358268.359375,-17.6,94008.33333333331,10.0,7742.857142857143,4120.0,8.413535993353655,0.2298267862909767,0.3812246864357356,0.0726484073889216
Q554,2.0238369719469342,634410.0,551320.0806248426,102.17391304347828,763788.429752066,12.0,9312.857142857143,4521.0,7.661260500530806,0.2463977709447659,0.3866612783443407,0.0647723219662664
Q555,2.225086971665884,596100.0,236857.1583044983,80.4,72535.9375,11.0,8444.285714285714,3801.0,7.78915511304214,0.2690882443474689,0.3560170812018058,0.0653434993851478
Q556,1.6431352905228078,710380.0,4799567.535608707,221.42857142857144,2888822.2222222225,12.0,11888.57142857143,4840.0,10.53211178379136,0.2897257707288188,0.3183539414766086,0.0633264271780205
Q557,1.5534946669008343,558153.3688700001,254400.2008112305,97.83802153846152,135491.73783231695,12.0,8408.286204285714,3002.012385,7.778782217419999,0.3368852620843814,0.3603574015022406,0.0690399042264955
Q558,1.7035311407005795,602640.0,134377.856983738,32.06896551724138,104263.77551020408,12.0,8170.0,4320.0,7.5708621073656275,0.2183305774872528,0.3738072570763821,0.0711129591195305
Q559,1.7853823679488465,649480.0,174796.69421487604,79.64285714285714,72467.45562130178,12.0,8801.42857142857,4881.0,7.610135225587975,0.2116650211192403,0.3940983484161776,0.0783735613153625
Q560,1.7482030386233327,620910.0,1177774.2883379243,114.76190476190476,279195.9183673469,11.0,9001.42857142857,4379.0,10.04532148583488,0.24609450576273,0.3300735857973448,0.0575563446005656
Q561,1.1925437717260086,554950.0,1192765.234375,45.294117647058826,339096.0,12.0,8018.571428571428,4142.0,10.220985541068856,0.2202917906835249,0.3015365865758999,0.0494433772760123
Q562,1.2707108641215508,643480.0,1992862.5216262976,356.9230769230769,509050.0,10.0,9938.57142857143,4275.0,9.164219445870318,0.2799252331553113,0.3706484504120463,0.0662978102061438
Q563,1.0389405002945773,617720.0,178929.33838271332,48.62068965517241,267018.359375,12.0,8825.714285714286,4282.0,7.552350198530449,0.2419158572437043,0.3576857231076737,0.0667802615017369
Q564,0.918067184508442,608100.0,191505.2350189352,51.03448275862069,299482.6666666667,12.0,8758.57142857143,4190.0,7.609036509119543,0.2454682364848961,0.3459932714846575,0.0647522210609851
Q565,1.1306258680875376,117002.997095,14760.258463405467,19.97205195238096,11535.846149729465,12.0,1654.384279857143,701.4080718,8.500292174331328,0.2752815656422115,0.3083484040618233,0.0589328610444138
Q566,1.3495368123668239,568740.0,153383.2828719723,73.44827586206897,157820.40816326533,12.0,7832.857142857143,4025.0,7.744267216136157,0.2261471774928643,0.3627364267355943,0.0686667487915166
Q567,2.574571845233273,95513.0,63163.659818339096,5.678571428571429,10781.305555555557,4.0,1474.428571428571,703.5,10.522800723940332,0.2489056059731433,0.2118297673490848,0.0244561670538658
